Commodity,Year,Attribute,Value
Beef: Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-G/day,82.11668174
Beef: Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-G/day,78.15318006
Beef: Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-G/day,69.91919859
Beef: Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-G/day,68.53730593
Beef: Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-G/day,69.20871012
Beef: Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-G/day,68.9495433
Beef: Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-G/day,70.43944771
Beef: Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-G/day,70.21675154
Beef: Per capita availability adjusted for loss,1985,Per capita availability adjusted for loss-G/day,70.9042673
Beef: Per capita availability adjusted for loss,1986,Per capita availability adjusted for loss-G/day,70.71781163
Beef: Per capita availability adjusted for loss,1987,Per capita availability adjusted for loss-G/day,66.13938243
Beef: Per capita availability adjusted for loss,1988,Per capita availability adjusted for loss-G/day,65.20563309
Beef: Per capita availability adjusted for loss,1989,Per capita availability adjusted for loss-G/day,61.95049702
Beef: Per capita availability adjusted for loss,1990,Per capita availability adjusted for loss-G/day,60.76318397
Beef: Per capita availability adjusted for loss,1991,Per capita availability adjusted for loss-G/day,59.80802227
Beef: Per capita availability adjusted for loss,1992,Per capita availability adjusted for loss-G/day,59.35947614
Beef: Per capita availability adjusted for loss,1993,Per capita availability adjusted for loss-G/day,58.00933672
Beef: Per capita availability adjusted for loss,1994,Per capita availability adjusted for loss-G/day,59.82134638
Beef: Per capita availability adjusted for loss,1995,Per capita availability adjusted for loss-G/day,60.42098907
Beef: Per capita availability adjusted for loss,1996,Per capita availability adjusted for loss-G/day,60.87910891
Beef: Per capita availability adjusted for loss,1997,Per capita availability adjusted for loss-G/day,59.55931641
Beef: Per capita availability adjusted for loss,1998,Per capita availability adjusted for loss-G/day,60.446753
Beef: Per capita availability adjusted for loss,1999,Per capita availability adjusted for loss-G/day,61.17851216
Beef: Per capita availability adjusted for loss,2000,Per capita availability adjusted for loss-G/day,61.3849413
Beef: Per capita availability adjusted for loss,2001,Per capita availability adjusted for loss-G/day,60.0244308
Beef: Per capita availability adjusted for loss,2002,Per capita availability adjusted for loss-G/day,61.34929947
Beef: Per capita availability adjusted for loss,2003,Per capita availability adjusted for loss-G/day,58.90785415
Beef: Per capita availability adjusted for loss,2004,Per capita availability adjusted for loss-G/day,59.92782804
Beef: Per capita availability adjusted for loss,2005,Per capita availability adjusted for loss-G/day,59.41123343
Beef: Per capita availability adjusted for loss,2006,Per capita availability adjusted for loss-G/day,59.69523653
Beef: Per capita availability adjusted for loss,2007,Per capita availability adjusted for loss-G/day,59.07459585
Beef: Per capita availability adjusted for loss,2008,Per capita availability adjusted for loss-G/day,56.47076065
Beef: Per capita availability adjusted for loss,2009,Per capita availability adjusted for loss-G/day,55.23355243
Beef: Per capita availability adjusted for loss,2010,Per capita availability adjusted for loss-G/day,53.89568479
Beef: Per capita availability adjusted for loss,2011,Per capita availability adjusted for loss-G/day,51.74766403
Beef: Per capita availability adjusted for loss,2012,Per capita availability adjusted for loss-G/day,51.8588612
Beef: Per capita availability adjusted for loss,2013,Per capita availability adjusted for loss-G/day,50.95299335
Beef: Per capita availability adjusted for loss,2014,Per capita availability adjusted for loss-G/day,49.01628919
Beef: Per capita availability adjusted for loss,2015,Per capita availability adjusted for loss-G/day,48.88884714
Beef: Per capita availability adjusted for loss,2016,Per capita availability adjusted for loss-G/day,50.3245457
Beef: Per capita availability adjusted for loss,2017,Per capita availability adjusted for loss-G/day,51.62712958
Beef: Per capita availability adjusted for loss,2018,Per capita availability adjusted for loss-G/day,51.83153653
Beef: Per capita availability adjusted for loss,2019,Per capita availability adjusted for loss-G/day,52.49874286
Beef: Per capita availability adjusted for loss,1970,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1971,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1972,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1973,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1974,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1975,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1976,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1977,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1978,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1979,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1980,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1981,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1982,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1983,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1984,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1985,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1986,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1987,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1988,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1989,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1990,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1991,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1992,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1993,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1994,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1995,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1996,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1997,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1998,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1999,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2000,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2001,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2002,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2003,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2004,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2005,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2006,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2007,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2008,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2009,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2010,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2011,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2012,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2013,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2014,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2015,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2016,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2017,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2018,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,2019,Calories per ounce equivalent (oz-eq)-Number,82
Beef: Per capita availability adjusted for loss,1970,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1971,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1972,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1973,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1974,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1975,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1976,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1977,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1978,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1979,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1980,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1981,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1982,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1983,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1984,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1985,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1986,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1987,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1988,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1989,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1990,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1991,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1992,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1993,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1994,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1995,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1996,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1997,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1998,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1999,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2000,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2001,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2002,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2003,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2004,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2005,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2006,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2007,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2008,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2009,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2010,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2011,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2012,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2013,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2014,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2015,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2016,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2017,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2018,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,2019,Ounce-equivalent-Ounces ,1
Beef: Per capita availability adjusted for loss,1970,Calories available daily-Number,219.5763285
Beef: Per capita availability adjusted for loss,1971,Calories available daily-Number,217.7856486
Beef: Per capita availability adjusted for loss,1972,Calories available daily-Number,221.2961076
Beef: Per capita availability adjusted for loss,1973,Calories available daily-Number,208.9175919
Beef: Per capita availability adjusted for loss,1974,Calories available daily-Number,222.1123502
Beef: Per capita availability adjusted for loss,1975,Calories available daily-Number,228.73388
Beef: Per capita availability adjusted for loss,1976,Calories available daily-Number,244.2150443
Beef: Per capita availability adjusted for loss,1977,Calories available daily-Number,237.5198117
Beef: Per capita availability adjusted for loss,1978,Calories available daily-Number,226.055513
Beef: Per capita availability adjusted for loss,1979,Calories available daily-Number,202.2389913
Beef: Per capita availability adjusted for loss,1980,Calories available daily-Number,198.2419121
Beef: Per capita availability adjusted for loss,1981,Calories available daily-Number,200.1839267
Beef: Per capita availability adjusted for loss,1982,Calories available daily-Number,199.4342952
Beef: Per capita availability adjusted for loss,1983,Calories available daily-Number,203.7437949
Beef: Per capita availability adjusted for loss,1984,Calories available daily-Number,203.0996535
Beef: Per capita availability adjusted for loss,1985,Calories available daily-Number,205.0882703
Beef: Per capita availability adjusted for loss,1986,Calories available daily-Number,204.5489534
Beef: Per capita availability adjusted for loss,1987,Calories available daily-Number,191.3059969
Beef: Per capita availability adjusted for loss,1988,Calories available daily-Number,188.6051575
Beef: Per capita availability adjusted for loss,1989,Calories available daily-Number,179.1897831
Beef: Per capita availability adjusted for loss,1990,Calories available daily-Number,175.755519
Beef: Per capita availability adjusted for loss,1991,Calories available daily-Number,172.9927451
Beef: Per capita availability adjusted for loss,1992,Calories available daily-Number,171.6953401
Beef: Per capita availability adjusted for loss,1993,Calories available daily-Number,167.790106
Beef: Per capita availability adjusted for loss,1994,Calories available daily-Number,173.0312846
Beef: Per capita availability adjusted for loss,1995,Calories available daily-Number,174.7657315
Beef: Per capita availability adjusted for loss,1996,Calories available daily-Number,176.0908281
Beef: Per capita availability adjusted for loss,1997,Calories available daily-Number,172.2733715
Beef: Per capita availability adjusted for loss,1998,Calories available daily-Number,174.8402528
Beef: Per capita availability adjusted for loss,1999,Calories available daily-Number,176.9568422
Beef: Per capita availability adjusted for loss,2000,Calories available daily-Number,177.5539317
Beef: Per capita availability adjusted for loss,2001,Calories available daily-Number,173.6186996
Beef: Per capita availability adjusted for loss,2002,Calories available daily-Number,177.4508389
Beef: Per capita availability adjusted for loss,2003,Calories available daily-Number,170.3890383
Beef: Per capita availability adjusted for loss,2004,Calories available daily-Number,173.3392793
Beef: Per capita availability adjusted for loss,2005,Calories available daily-Number,171.8450463
Beef: Per capita availability adjusted for loss,2006,Calories available daily-Number,172.666516
Beef: Per capita availability adjusted for loss,2007,Calories available daily-Number,170.8713332
Beef: Per capita availability adjusted for loss,2008,Calories available daily-Number,163.3398252
Beef: Per capita availability adjusted for loss,2009,Calories available daily-Number,159.7612409
Beef: Per capita availability adjusted for loss,2010,Calories available daily-Number,155.8915026
Beef: Per capita availability adjusted for loss,2011,Calories available daily-Number,149.6784229
Beef: Per capita availability adjusted for loss,2012,Calories available daily-Number,150.0000571
Beef: Per capita availability adjusted for loss,2013,Calories available daily-Number,147.379864
Beef: Per capita availability adjusted for loss,2014,Calories available daily-Number,141.7780107
Beef: Per capita availability adjusted for loss,2015,Calories available daily-Number,141.4093887
Beef: Per capita availability adjusted for loss,2016,Calories available daily-Number,145.5620998
Beef: Per capita availability adjusted for loss,2017,Calories available daily-Number,149.329781
Beef: Per capita availability adjusted for loss,2018,Calories available daily-Number,149.9210214
Beef: Per capita availability adjusted for loss,2019,Calories available daily-Number,151.8508938
Beef: Per capita availability adjusted for loss,1970,Food pattern equivalents-Ounce-eq,2.677760104
Beef: Per capita availability adjusted for loss,1971,Food pattern equivalents-Ounce-eq,2.655922543
Beef: Per capita availability adjusted for loss,1972,Food pattern equivalents-Ounce-eq,2.69873302
Beef: Per capita availability adjusted for loss,1973,Food pattern equivalents-Ounce-eq,2.547775511
Beef: Per capita availability adjusted for loss,1974,Food pattern equivalents-Ounce-eq,2.708687197
Beef: Per capita availability adjusted for loss,1975,Food pattern equivalents-Ounce-eq,2.789437561
Beef: Per capita availability adjusted for loss,1976,Food pattern equivalents-Ounce-eq,2.978232248
Beef: Per capita availability adjusted for loss,1977,Food pattern equivalents-Ounce-eq,2.89658307
Beef: Per capita availability adjusted for loss,1978,Food pattern equivalents-Ounce-eq,2.756774548
Beef: Per capita availability adjusted for loss,1979,Food pattern equivalents-Ounce-eq,2.466329162
Beef: Per capita availability adjusted for loss,1980,Food pattern equivalents-Ounce-eq,2.417584293
Beef: Per capita availability adjusted for loss,1981,Food pattern equivalents-Ounce-eq,2.441267399
Beef: Per capita availability adjusted for loss,1982,Food pattern equivalents-Ounce-eq,2.432125551
Beef: Per capita availability adjusted for loss,1983,Food pattern equivalents-Ounce-eq,2.484680425
Beef: Per capita availability adjusted for loss,1984,Food pattern equivalents-Ounce-eq,2.476825042
Beef: Per capita availability adjusted for loss,1985,Food pattern equivalents-Ounce-eq,2.501076467
Beef: Per capita availability adjusted for loss,1986,Food pattern equivalents-Ounce-eq,2.494499431
Beef: Per capita availability adjusted for loss,1987,Food pattern equivalents-Ounce-eq,2.332999962
Beef: Per capita availability adjusted for loss,1988,Food pattern equivalents-Ounce-eq,2.300062897
Beef: Per capita availability adjusted for loss,1989,Food pattern equivalents-Ounce-eq,2.185241257
Beef: Per capita availability adjusted for loss,1990,Food pattern equivalents-Ounce-eq,2.143359988
Beef: Per capita availability adjusted for loss,1991,Food pattern equivalents-Ounce-eq,2.109667623
Beef: Per capita availability adjusted for loss,1992,Food pattern equivalents-Ounce-eq,2.093845611
Beef: Per capita availability adjusted for loss,1993,Food pattern equivalents-Ounce-eq,2.046220805
Beef: Per capita availability adjusted for loss,1994,Food pattern equivalents-Ounce-eq,2.110137617
Beef: Per capita availability adjusted for loss,1995,Food pattern equivalents-Ounce-eq,2.131289408
Beef: Per capita availability adjusted for loss,1996,Food pattern equivalents-Ounce-eq,2.147449123
Beef: Per capita availability adjusted for loss,1997,Food pattern equivalents-Ounce-eq,2.100894775
Beef: Per capita availability adjusted for loss,1998,Food pattern equivalents-Ounce-eq,2.132198204
Beef: Per capita availability adjusted for loss,1999,Food pattern equivalents-Ounce-eq,2.15801027
Beef: Per capita availability adjusted for loss,2000,Food pattern equivalents-Ounce-eq,2.16529185
Beef: Per capita availability adjusted for loss,2001,Food pattern equivalents-Ounce-eq,2.117301215
Beef: Per capita availability adjusted for loss,2002,Food pattern equivalents-Ounce-eq,2.16403462
Beef: Per capita availability adjusted for loss,2003,Food pattern equivalents-Ounce-eq,2.077915101
Beef: Per capita availability adjusted for loss,2004,Food pattern equivalents-Ounce-eq,2.11389365
Beef: Per capita availability adjusted for loss,2005,Food pattern equivalents-Ounce-eq,2.095671297
Beef: Per capita availability adjusted for loss,2006,Food pattern equivalents-Ounce-eq,2.10568922
Beef: Per capita availability adjusted for loss,2007,Food pattern equivalents-Ounce-eq,2.083796746
Beef: Per capita availability adjusted for loss,2008,Food pattern equivalents-Ounce-eq,1.991949087
Beef: Per capita availability adjusted for loss,2009,Food pattern equivalents-Ounce-eq,1.948307816
Beef: Per capita availability adjusted for loss,2010,Food pattern equivalents-Ounce-eq,1.901115885
Beef: Per capita availability adjusted for loss,2011,Food pattern equivalents-Ounce-eq,1.825346621
Beef: Per capita availability adjusted for loss,2012,Food pattern equivalents-Ounce-eq,1.829268989
Beef: Per capita availability adjusted for loss,2013,Food pattern equivalents-Ounce-eq,1.797315415
Beef: Per capita availability adjusted for loss,2014,Food pattern equivalents-Ounce-eq,1.72900013
Beef: Per capita availability adjusted for loss,2015,Food pattern equivalents-Ounce-eq,1.72450474
Beef: Per capita availability adjusted for loss,2016,Food pattern equivalents-Ounce-eq,1.775147558
Beef: Per capita availability adjusted for loss,2017,Food pattern equivalents-Ounce-eq,1.82109489
Beef: Per capita availability adjusted for loss,2018,Food pattern equivalents-Ounce-eq,1.828305139
Beef: Per capita availability adjusted for loss,2019,Food pattern equivalents-Ounce-eq,1.851840169
